date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200416,OK,2357,28542,,236,528,163,,,,1240,131,528,30899,30899,30899,40,8,18,1586,94,1680
20200416,OR,1736,33202,,307,414,89,,43,,,64,414,34938,34938,34938,41,6,13,1514,73,1587
20200416,PA,27735,113735,,2512,,,,675,,,707,,141470,141470,141470,42,60,0,2641,1245,3886
20200416,PR,1043,7315,1465,,,,,,,,56,,9823,8358,8358,72,5,0,490,69,559
20200416,RI,3838,24226,,245,331,61,,43,,182,105,331,28064,28064,28064,44,18,0,1858,309,2167
20200416,SC,3656,31077,,,675,,,,,,107,675,34733,34733,34733,45,0,0,0,0,0
20200416,SD,1311,9239,2,,55,,,,,373,7,55,10552,10550,10550,46,1,4,548,143,691
20200416,TN,6262,78787,,,691,,,,,2786,141,691,85049,85049,85049,47,6,28,3970,183,4153
20200416,TX,16455,142092,,1459,,,,,,3677,393,,158547,158547,158547,48,29,0,5774,963,6737
20200416,UT,2683,46995,,,238,,,,,357,21,238,49678,49678,49678,49,1,17,1923,141,2064
20200416,VA,6889,39555,537,1337,1114,427,,238,,951,208,1114,46981,46444,46444,51,13,66,1886,389,2275
20200416,VI,51,357,35,,,,,,,46,1,,443,408,408,78,0,0,26,0,26
20200416,VT,768,10739,,58,,,,,,15,35,,11507,11507,11507,50,5,0,417,9,426
20200416,WA,11343,134751,,595,,196,,,,,571,,146094,146094,146094,53,20,0,3923,243,4166
20200416,WI,3875,40974,218,394,1121,147,299,,,,197,1121,45067,44849,44849,55,15,30,1648,154,1802
20200416,WV,739,17567,,85,,34,,24,,223,13,,18306,18306,18306,54,3,0,613,37,650
20200416,WY,296,6131,,19,43,,,,,148,2,43,6427,6427,6427,56,0,0,89,9,98
20200415,AK,293,8371,,,34,,,,,106,9,34,8664,8664,8664,2,0,2,308,8,316
20200415,AL,4113,29964,,,525,,219,,134,,121,525,34077,34077,34077,1,11,32,723,237,960
20200415,AR,1569,20265,,83,130,,43,26,39,489,33,130,21834,21834,21834,5,3,0,614,89,703
20200415,AS,0,3,17,,,,,,,,,,20,3,3,60,0,0,0,0,0
20200415,AZ,3962,41348,,590,,286,,202,,385,142,,45310,45310,45310,4,11,0,1058,156,1214
20200415,CA,24424,192062,13200,5163,,1175,,,,,821,,229686,216486,216486,6,63,0,13192,1086,14278
20200415,CO,7941,31639,,878,1556,,,,,,329,1556,39580,39580,39580,8,21,63,588,250,838
20200415,CT,14755,35388,,1908,,,,,,,868,,50143,50143,50143,9,197,0,3536,766,4302
20200415,DC,2197,9328,,313,,105,,79,,530,72,,11525,11525,11525,11,5,0,102,139,241
20200415,DE,2014,11088,,208,,,,,,354,46,,13102,13102,13102,10,5,0,545,253,798
20200415,FL,22511,190998,1335,,3344,,,,,,609,3344,214844,213509,213509,12,72,284,9185,1144,10329
20200415,GA,14987,49103,,,2922,,,,,,552,2922,64090,64090,64090,13,51,153,1531,764,2295
20200415,GU,133,843,,9,,2,,2,,73,5,,976,976,976,66,0,0,32,0,32
20200415,HI,517,19286,,,45,,,,,333,9,45,19803,19803,19803,15,0,1,370,13,383
20200415,IA,1995,17874,,171,,78,,43,,908,53,,19869,19869,19869,19,4,0,888,96,984
20200415,ID,1464,13934,,,141,,43,,,,39,141,15398,15398,15398,16,6,6,273,11,284
20200415,IL,24593,92336,,4283,,1189,,796,,,948,,116929,116929,116929,17,80,0,4967,1346,6313
20200415,IN,8955,39441,,,,737,,422,,,436,,48396,48396,48396,18,48,0,1951,428,2379
20200415,KS,1494,13174,,,342,,,,,,76,342,14668,14668,14668,20,7,15,453,68,521
20200415,KY,2210,25487,,305,687,137,263,,,653,115,687,27697,27697,27697,21,11,14,852,162,1014
20200415,LA,21951,99977,,1943,,,,425,,,1103,,121928,121928,121928,22,90,0,3073,433,3506
20200415,MA,29970,102790,,3637,3637,973,,,,,1502,3637,132760,132760,132760,25,173,21,3970,1861,5831
20200415,MD,10032,45731,,,2231,,,,,607,413,2231,55763,55763,55763,24,111,109,1470,560,2030
20200415,ME,770,14076,,48,126,22,,9,,305,24,126,14846,14846,14846,23,4,2,2468,36,2504
20200415,MI,28059,61638,,3918,,1468,,1212,,452,1921,,89697,89697,89697,26,153,0,2413,1058,3471
20200415,MN,1809,38433,,197,445,93,175,,,940,87,445,40242,40242,40242,27,8,40,887,114,1001
20200415,MO,4895,44117,,1024,,,,,,,147,,49012,49012,49012,29,14,0,825,209,1034
20200415,MP,13,27,7,,,,,,,,2,,47,40,40,69,0,0,0,0,0
20200415,MS,3360,34791,,,645,154,,99,,,122,645,38151,38151,38151,28,11,49,0,273,273
20200415,MT,404,9179,,21,51,,,,,209,7,51,9583,9583,9583,30,0,1,344,5,349
20200415,NC,5123,62704,,431,,,,,,,117,,67827,67827,67827,37,9,0,2689,99,2788
20200415,ND,365,10952,,13,44,,,,,142,9,44,11317,11317,11317,38,0,2,377,24,401
20200415,NE,901,10828,,,,,,,,,20,,11729,11729,11729,31,2,0,342,30,372
20200415,NH,1139,11027,121,70,178,,,,,365,32,178,12287,12166,12166,33,9,26,437,119,556
20200415,NJ,71030,72991,,8270,,1980,,1705,,,3156,,144021,144021,144021,34,351,0,2041,2206,4247
20200415,NM,1407,31443,,87,181,,,,,340,36,181,32850,32850,32850,35,5,0,818,62,880
20200415,NV,3211,24444,,,,,,,,,131,,27655,27655,27655,32,11,0,871,123,994
20200415,NY,213779,312233,,18535,46539,5225,,,,28004,11586,46539,526012,526012,526012,36,752,2253,15298,11571,26869
20200415,OH,7791,63761,,,2237,,677,,,,361,2237,71552,71552,71552,39,37,81,3040,511,3551
20200415,OK,2263,26956,,194,510,107,,,,1115,123,510,29219,29219,29219,40,15,22,871,79,950
20200415,OR,1663,31688,,305,401,95,,43,,,58,401,33351,33351,33351,41,3,20,958,30,988
20200415,PA,26490,111094,,2395,,,,668,,,647,,137584,137584,137584,42,63,0,2808,1145,3953
20200415,PR,974,6825,1410,,,,,,,,51,,9209,7799,7799,72,6,0,541,51,592
20200415,RI,3529,22368,,229,331,54,,44,,168,87,331,25897,25897,25897,44,7,0,2719,278,2997
20200415,SC,3656,31077,,,675,,,,,,107,675,34733,34733,34733,45,10,0,758,103,861
20200415,SD,1168,8691,0,,51,,,,,329,6,51,9859,9859,9859,46,0,6,383,180,563
20200415,TN,6079,74817,,,663,,,,,2196,135,663,80896,80896,80896,47,11,30,1809,256,2065
20200415,TX,15492,136318,,1538,,,,,,3150,364,,151810,151810,151810,48,46,0,4475,868,5343
20200415,UT,2542,45072,,,221,,,,,218,20,221,47614,47614,47614,49,1,8,1008,130,1138
20200415,VA,6500,37669,496,1298,1048,394,,234,,752,195,1048,44665,44169,44169,51,41,1048,1077,329,1406
20200415,VI,51,331,35,,,,,,,44,1,,417,382,382,78,0,0,5,0,5
20200415,VT,759,10322,,63,,,,,,15,30,,11081,11081,11081,50,1,0,489,7,496
20200415,WA,11100,130828,,645,,194,,,,,551,,141928,141928,141928,53,9,0,3719,311,4030
20200415,WI,3721,39326,280,406,1091,163,290,,,,182,1091,43327,43047,43047,55,12,42,1329,166,1495
20200415,WV,702,16954,,82,164,36,73,23,50,211,10,164,17656,17656,17656,54,1,0,556,62,618
20200415,WY,287,6042,,,43,,,,,129,2,43,6329,6329,6329,56,1,0,353,12,365
20200414,AK,285,8063,,,32,,,,,98,9,32,8348,8348,8348,2,1,0,510,8,518
20200414,AL,3876,29241,,,493,,210,,132,,110,493,33117,33117,33117,1,11,36,3793,142,3935
20200414,AR,1480,19651,,81,130,,43,29,39,427,30,130,21131,21131,21131,5,0,0,257,70,327
20200414,AS,0,3,17,,,,,,,,,,20,3,3,60,0,0,0,0,0
20200414,AZ,3806,40290,,580,,286,,216,,249,131,,44096,44096,44096,4,9,0,645,104,749
20200414,CA,23338,178870,13200,5163,,1552,,,,,758,,215408,202208,202208,6,71,0,10336,990,11326
20200414,CO,7691,31051,,888,1493,,,,,,308,1493,38742,38742,38742,8,4,21,1201,7,1208
20200414,CT,13989,31852,,1779,,,,,,,671,,45841,45841,45841,9,69,0,924,608,1532
20200414,DC,2058,9226,,295,,95,,31,,518,67,,11284,11284,11284,11,14,0,247,103,350
20200414,DE,1761,10543,,204,,,,,,277,41,,12304,12304,12304,10,6,0,348,136,484
20200414,FL,21367,181813,1275,,3060,,,,,,537,3060,204455,203180,203180,12,54,227,6207,766,6973
20200414,GA,14223,47572,,,2769,,,,,,501,2769,61795,61795,61795,13,37,180,3866,908,4774
20200414,GU,133,811,,13,,2,,2,,66,5,,944,944,944,66,0,0,41,0,41
20200414,HI,504,18916,,,44,,,,,315,9,44,19420,19420,19420,15,0,0,571,5,576
20200414,IA,1899,16986,,163,,73,,41,,741,49,,18885,18885,18885,19,6,0,0,189,189
20200414,ID,1453,13661,,,135,,38,,,,33,135,15114,15114,15114,16,6,3,206,27,233
20200414,IL,23247,87369,,4283,,1189,,796,,,868,,110616,110616,110616,17,74,0,3626,1222,4848
20200414,IN,8527,37490,,,,721,,435,,,388,,46017,46017,46017,18,38,0,1187,291,1478
20200414,KS,1426,12721,,,327,,,,,,69,327,14147,14147,14147,20,7,18,233,50,283
20200414,KY,2048,24635,,299,673,136,259,,,629,104,673,26683,26683,26683,21,7,6,732,85,817
20200414,LA,21518,96904,,1977,,,,436,,,1013,,118422,118422,118422,22,129,0,9829,502,10331
20200414,MA,28109,98820,,3616,3616,,,,,,1329,3616,126929,126929,126929,25,118,131,3320,1315,4635
20200414,MD,9472,44261,,,2122,,,,,607,302,2122,53733,53733,53733,24,40,147,1446,536,1982
20200414,ME,734,11608,,58,124,21,,9,,292,20,124,12342,12342,12342,23,1,0,0,36,36
20200414,MI,27001,59225,,3910,,1497,,1235,,452,1768,,86226,86226,86226,26,166,0,2216,1366,3582
20200414,MN,1695,37546,,177,405,75,155,,,909,79,405,39241,39241,39241,27,9,44,769,45,814
20200414,MO,4686,43292,,1041,,,,,,,133,,47978,47978,47978,29,19,0,2252,298,2550
20200414,MP,13,27,7,,,,,,,,2,,47,40,40,69,0,0,0,2,2
20200414,MS,3087,34791,,,596,154,,99,,,111,596,37878,37878,37878,28,13,47,6749,145,6894
20200414,MT,399,8835,,24,50,,,,,197,7,50,9234,9234,9234,30,0,3,131,5,136
20200414,NC,5024,60015,,418,,,,,,,108,,65039,65039,65039,37,22,0,1443,208,1651
20200414,ND,341,10575,,13,42,,,,,138,9,42,10916,10916,10916,38,1,2,125,10,135
20200414,NE,871,10486,,,,,,,,,18,,11357,11357,11357,31,1,0,328,57,385
20200414,NH,1020,10590,25,72,152,,,,,249,23,152,11635,11610,11610,33,0,0,368,35,403
20200414,NJ,68824,70950,,8185,,2051,,1626,,,2805,,139774,139774,139774,34,362,0,6065,4240,10305
20200414,NM,1345,30625,,87,181,,,,,304,31,181,31970,31970,31970,35,5,181,1355,100,1455
20200414,NV,3088,23573,,,,,,,,,120,,26661,26661,26661,32,6,0,1080,117,1197
20200414,NY,202208,296935,,18697,44286,5225,,,,25589,10834,44286,499143,499143,499143,36,778,1649,13609,7177,20786
20200414,OH,7280,60721,,,2156,,654,,,,324,2156,68001,68001,68001,39,50,123,2584,305,2889
20200414,OK,2184,26085,,194,488,107,,,,1060,108,488,28269,28269,28269,40,9,31,5295,115,5410
20200414,OR,1633,30730,,311,381,88,,44,,,55,381,32363,32363,32363,41,2,12,1193,49,1242
20200414,PA,25345,108286,,2317,,,,675,,,584,,133631,133631,133631,42,60,0,2693,1146,3839
20200414,PR,923,6284,1322,,,,,,,,45,,8529,7207,7207,72,0,0,324,20,344
20200414,RI,3251,19649,,213,331,48,,,,135,80,331,22900,22900,22900,44,7,0,1964,275,2239
20200414,SC,3553,30319,,,675,,,,,,97,675,33872,33872,33872,45,15,179,2213,234,2447
20200414,SD,988,8308,0,,45,,,,,261,6,45,9296,9296,9296,46,0,1,174,120,294
20200414,TN,5823,73008,,,633,,,,,1969,124,633,78831,78831,78831,47,15,54,2423,213,2636
20200414,TX,14624,131843,,1409,,,,,,2580,318,,146467,146467,146467,48,31,0,12523,718,13241
20200414,UT,2412,44064,,,213,,,,,218,19,213,46476,46476,46476,49,1,12,640,49,689
20200414,VA,6171,36592,469,1282,,422,,276,,721,154,,43232,42763,42763,51,5,0,938,424,1362
20200414,VI,51,326,23,,,,,,,44,1,,400,377,377,78,0,0,4,0,4
20200414,VT,752,9833,,64,,,,,,15,29,,10585,10585,10585,50,1,0,215,4,219
20200414,WA,10789,127109,,387,,98,,,,,542,,137898,137898,137898,53,16,0,3828,202,4030
20200414,WI,3555,37997,277,432,1049,161,283,,,,170,1049,41829,41552,41552,55,16,56,1228,127,1355
20200414,WV,640,16398,,87,164,38,73,25,50,147,9,164,17038,17038,17038,54,0,0,369,14,383
20200414,WY,275,5689,,,43,,,,,140,1,43,5964,5964,5964,56,0,2,0,0,0
20200413,AK,277,7553,,,32,,,,,85,8,32,7830,7830,7830,2,0,1,-213,5,-208
20200413,AL,3734,25448,,,457,,189,,119,,99,457,29182,29182,29182,1,6,20,7390,209,7599
20200413,AR,1410,19394,,74,130,,43,28,39,391,30,130,20804,20804,20804,5,3,0,952,130,1082
20200413,AS,0,3,,,,,,,,,,,3,3,3,60,0,0,0,0,0
20200413,AZ,3702,39645,,525,,286,,195,,,122,,43347,43347,43347,4,7,0,1075,163,1238
20200413,CA,22348,168534,13200,3015,,1178,,,,,687,,204082,190882,190882,6,36,0,0,554,554
20200413,CO,7684,29850,,842,1472,,,,,,304,1472,37534,37534,37534,8,30,96,1870,791,2661
20200413,CT,13381,30928,,1760,,,,,,,602,,44309,44309,44309,9,48,0,1743,1346,3089
20200413,DC,1955,8979,,295,,95,,31,,507,53,,10934,10934,10934,11,3,0,214,80,294
20200413,DE,1625,10195,,201,,,,,,213,35,,11820,11820,11820,10,2,0,571,146,717
20200413,FL,20601,175606,1789,,2833,,,,,,483,2833,197996,196207,196207,12,18,61,12208,1246,13454
20200413,GA,13315,43706,,,2589,,,,,,464,2589,57021,57021,57021,13,31,84,1705,863,2568
20200413,GU,133,770,,12,,2,,2,,58,5,,903,903,903,66,0,0,77,0,77
20200413,HI,499,18345,,,44,,6,,2,310,9,44,18844,18844,18844,15,1,0,863,13,876
20200413,IA,1710,16986,,142,,70,,41,,741,43,,18696,18696,18696,19,2,0,981,123,1104
20200413,ID,1426,13455,,,132,,38,,,,27,132,14881,14881,14881,16,0,1,554,19,573
20200413,IL,22025,83743,,3680,,1166,,821,,,794,,105768,105768,105768,17,74,0,3860,1173,5033
20200413,IN,8236,36303,,,,740,,459,,,350,,44539,44539,44539,18,7,0,1742,308,2050
20200413,KS,1376,12488,,,309,,,,,,62,309,13864,13864,13864,20,6,11,572,39,611
20200413,KY,1963,23903,,289,667,136,256,,,607,97,667,25866,25866,25866,21,3,208,1176,123,1299
20200413,LA,21016,87075,,2134,,,,461,,,884,,108091,108091,108091,22,44,0,3625,421,4046
20200413,MA,26794,95500,,3485,3485,,,,,,1211,3485,122294,122294,122294,25,155,971,4037,1413,5450
20200413,MD,8936,42815,,,1975,,,,,603,262,1975,51751,51751,51751,24,27,115,1276,711,1987
20200413,ME,698,11608,,22,124,,,,,273,19,124,12306,12306,12306,23,0,4,5520,65,5585
20200413,MI,25635,57009,,3986,,1570,,1365,,447,1602,,82644,82644,82644,26,115,0,2210,997,3207
20200413,MN,1650,36777,,157,361,74,146,,,842,70,361,38427,38427,38427,27,0,0,977,29,1006
20200413,MO,4388,41040,,988,,,,,,,114,,45428,45428,45428,29,4,0,0,228,228
20200413,MP,11,27,9,,,,,,,,2,,47,38,38,69,0,0,0,0,0
20200413,MS,2942,28042,,,549,124,,84,,,98,549,30984,30984,30984,28,2,1,9410,161,9571
20200413,MT,394,8704,,21,47,,,,,171,7,47,9098,9098,9098,30,1,0,178,7,185
20200413,NC,4816,58572,,313,,,,,,,86,,63388,63388,63388,37,5,0,953,296,1249
20200413,ND,331,10450,,13,40,,,,,127,8,40,10781,10781,10781,38,0,1,408,23,431
20200413,NE,814,10158,,,,,,,,,17,,10972,10972,10972,31,0,0,258,23,281
20200413,NH,985,10222,125,,152,,,,,239,23,152,11332,11207,11207,33,0,6,226,56,282
20200413,NJ,64584,64885,,7781,,1886,,1611,,,2443,,129469,129469,129469,34,93,0,0,2734,2734
20200413,NM,1245,29270,,80,,,,,,295,26,,30515,30515,30515,35,6,0,1752,71,1823
20200413,NV,2971,22493,,,,,,,,,114,,25464,25464,25464,32,2,0,718,135,853
20200413,NY,195031,283326,,18825,42637,5156,,,,23887,10056,42637,478357,478357,478357,36,671,43,10419,6337,16756
20200413,OH,6975,58137,,,2033,,613,,,,274,2033,65112,65112,65112,39,21,85,1498,371,1869
20200413,OK,2069,20790,,383,457,191,,,,865,99,457,22859,22859,22859,40,3,11,0,99,99
20200413,OR,1584,29537,,321,369,96,,50,,,53,369,31121,31121,31121,41,1,10,1306,57,1363
20200413,PA,24199,105593,,2243,,,,669,,,524,,129792,129792,129792,42,17,0,3536,1366,4902
20200413,PR,903,5960,1288,,,,,,,,45,,8151,6863,6863,72,1,0,141,6,147
20200413,RI,2976,17685,,197,331,50,,26,,135,73,331,20661,20661,20661,44,10,331,0,311,311
20200413,SC,3319,28106,,,496,,,,,,82,496,31425,31425,31425,45,0,0,0,0,0
20200413,SD,868,8134,0,,44,,,,,207,6,44,9002,9002,9002,46,0,1,311,138,449
20200413,TN,5610,70585,,,579,,,,,1671,109,579,76195,76195,76195,47,8,12,5216,302,5518
20200413,TX,13906,119320,,1176,,,,,,2269,287,,133226,133226,133226,48,16,0,8271,422,8693
20200413,UT,2363,43424,,,201,,,,,218,18,201,45787,45787,45787,49,0,6,1493,60,1553
20200413,VA,5747,35654,473,1238,,428,,302,,,149,,41874,41401,41401,51,8,0,943,473,1416
20200413,VI,51,322,2,,,,,,,43,1,,375,373,373,78,0,0,23,0,23
20200413,VT,748,9618,,33,,,,,,15,28,,10366,10366,10366,50,1,0,504,21,525
20200413,WA,10587,123281,,527,,166,,,,,526,,133868,133868,133868,53,17,0,3748,189,3937
20200413,WI,3428,36769,273,442,993,175,264,,,,154,993,40470,40197,40197,55,10,19,853,87,940
20200413,WV,626,16029,,95,164,43,73,23,50,85,9,164,16655,16655,16655,54,1,164,383,15,398
20200413,WY,275,5689,,,41,,,,,138,1,41,5964,5964,5964,56,1,1,491,14,505
20200412,AK,272,7766,,,31,,,,,66,8,31,8038,8038,8038,2,0,0,291,15,306
20200412,AL,3525,18058,,,437,,189,,119,,93,437,21583,21583,21583,1,2,35,0,334,334
20200412,AR,1280,18442,,74,130,,43,30,39,367,27,130,19722,19722,19722,5,3,0,1090,54,1144
20200412,AS,0,3,2,,,,,,,,,,5,3,3,60,0,0,0,0,0
20200412,AZ,3539,38570,,,,,,,,,115,,42109,42109,42109,4,7,0,1433,146,1579
20200412,CA,21794,168534,13200,5234,,1539,,,,,651,,203528,190328,190328,6,42,0,15930,1179,17109
20200412,CO,6893,27980,,822,1376,,,,,,274,1376,34873,34873,34873,8,24,64,1837,383,2220
20200412,CT,12035,29185,,1654,,,,,,,554,,41220,41220,41220,9,60,0,864,525,1389
20200412,DC,1875,8765,,,,,,,,493,50,,10640,10640,10640,11,3,0,504,97,601
20200412,DE,1479,9624,,190,,,,,,191,33,,11103,11103,11103,10,0,0,0,0,0
20200412,FL,19355,163398,1297,,2772,,,,,,465,2772,184050,182753,182753,12,27,111,8959,861,9820
20200412,GA,12452,42001,,,2505,,,,,,433,2505,54453,54453,54453,13,5,26,2445,293,2738
20200412,GU,133,693,,13,,2,,2,,58,5,,826,826,826,66,0,0,0,0,0
20200412,HI,486,17482,,,44,,6,,2,300,8,44,17968,17968,17968,15,0,1,416,21,437
20200412,IA,1587,16005,,129,,55,,30,,674,41,,17592,17592,17592,19,7,0,383,77,460
20200412,ID,1407,12901,,,131,,38,,,,27,131,14308,14308,14308,16,2,3,533,11,544
20200412,IL,20852,79883,,3680,,1166,,821,,,720,,100735,100735,100735,17,43,0,6914,1672,8586
20200412,IN,7928,34561,,,,820,,497,,,343,,42489,42489,42489,18,13,0,2781,493,3274
20200412,KS,1337,11916,,,298,,,,,,56,298,13253,13253,13253,20,1,5,841,69,910
20200412,KY,1840,22727,,271,459,105,177,,,464,94,459,24567,24567,24567,21,4,0,132,147,279
20200412,LA,20595,83450,,2084,,,,458,,,840,,104045,104045,104045,22,34,0,6549,581,7130
20200412,MA,25381,91463,,2514,2514,,,,,,1056,2514,116844,116844,116844,25,110,7,5348,2615,7963
20200412,MD,8225,41539,,,1860,,,,,456,235,1860,49764,49764,49764,24,29,151,1995,531,2526
20200412,ME,633,6088,,,120,,,,,266,19,120,6721,6721,6721,23,0,6,0,17,17
20200412,MI,24638,54799,,3636,,1582,,1441,,433,1487,,79437,79437,79437,26,95,0,2778,645,3423
20200412,MN,1621,35800,,157,361,74,146,,,842,70,361,37421,37421,37421,27,6,21,1823,194,2017
20200412,MO,4160,41040,,988,,,,,,,110,,45200,45200,45200,29,1,0,1892,136,2028
20200412,MP,11,27,9,,,,,,,,2,,47,38,38,69,0,0,0,0,0
20200412,MS,2781,18632,,,548,,,,,,96,548,21413,21413,21413,28,3,20,0,139,139
20200412,MT,387,8526,,22,47,,,,,169,6,47,8913,8913,8913,30,0,1,322,10,332
20200412,NC,4520,57619,,331,,,,,,,81,,62139,62139,62139,37,1,0,1538,208,1746
20200412,ND,308,10042,,12,39,,,,,121,8,39,10350,10350,10350,38,1,3,255,15,270
20200412,NE,791,9900,,,,,,,,,17,,10691,10691,10691,31,0,0,615,91,706
20200412,NH,929,9996,119,,146,,,,,236,23,146,11044,10925,10925,33,1,12,388,44,432
20200412,NJ,61850,64885,,7604,,1914,,1644,,,2350,,126735,126735,126735,34,167,0,2843,3699,6542
20200412,NM,1174,27518,,78,,,,18,,235,20,,28692,28692,28692,35,1,0,1511,83,1594
20200412,NV,2836,21775,,282,,,,,,,112,,24611,24611,24611,32,10,0,888,136,1024
20200412,NY,188694,272907,,18707,42594,5198,,,,23887,9385,42594,461601,461601,461601,36,758,1915,12385,8236,20621
20200412,OH,6604,56639,,,1948,,595,,,,253,1948,63243,63243,63243,39,6,89,2418,354,2772
20200412,OK,1970,20790,,383,446,191,,,,865,96,446,22760,22760,22760,40,2,0,0,102,102
20200412,OR,1527,28231,,295,359,81,,52,,,52,359,29758,29758,29758,41,4,21,2378,156,2534
20200412,PA,22833,102057,,2097,,,,649,,,507,,124890,124890,124890,42,13,0,3559,1178,4737
20200412,PR,897,5819,1251,,,,,,,,44,,7967,6716,6716,72,2,0,236,109,345
20200412,RI,2665,17685,,201,,50,,26,,35,63,,20350,20350,20350,44,7,0,1827,316,2143
20200412,SC,3319,28106,,,496,,,,,,82,496,31425,31425,31425,45,2,0,1220,112,1332
20200412,SD,730,7823,0,,43,,,,,197,6,43,8553,8553,8553,46,0,10,445,104,549
20200412,TN,5308,65369,,,567,,,,,1504,101,567,70677,70677,70677,47,0,11,3655,194,3849
20200412,TX,13484,111049,,1338,,,,,,2014,271,,124533,124533,124533,48,17,0,3077,923,4000
20200412,UT,2303,41931,,,195,,,,,,18,195,44234,44234,44234,49,0,5,1591,97,1688
20200412,VA,5274,34711,521,751,,440,,294,,,141,,40506,39985,39985,51,11,0,1789,197,1986
20200412,VI,51,299,20,3,,,,,,43,1,,370,350,350,78,0,0,0,0,0
20200412,VT,727,9114,,34,,,,,,15,27,,9841,9841,9841,50,2,0,567,16,583
20200412,WA,10398,119533,,642,,191,,,,,509,,129931,129931,129931,53,15,0,1297,236,1533
20200412,WI,3341,35916,,442,974,179,261,,,,144,974,39257,39257,39257,55,7,24,1236,128,1364
20200412,WV,611,15646,,81,,36,,24,,83,8,,16257,16257,16257,54,3,0,771,34,805
20200412,WY,261,5198,,,40,,,,,137,0,40,5459,5459,5459,56,0,3,0,0,0
20200411,AK,257,7475,,,31,,,,,63,8,31,7732,7732,7732,2,1,3,289,11,300
20200411,AL,3191,18058,,,402,,177,,113,,91,402,21249,21249,21249,1,11,34,0,223,223
20200411,AR,1226,17352,,86,130,,43,33,39,340,24,130,18578,18578,18578,5,1,0,1403,55,1458
20200411,AS,0,3,2,,,,,,,,,,5,3,3,60,0,0,0,0,0
20200411,AZ,3393,37137,,,,,,,,,108,,40530,40530,40530,4,11,0,2515,281,2796
20200411,CA,20615,152604,13200,5236,,1591,,,,,609,,186419,173219,173219,6,68,0,7213,1143,8356
20200411,CO,6510,26143,,841,1312,,,,,,250,1312,32653,32653,32653,8,0,0,0,0,0
20200411,CT,11510,28321,,1593,,,,,,,494,,39831,39831,39831,9,46,0,2571,972,3543
20200411,DC,1778,8261,,,,,,,,447,47,,10039,10039,10039,11,9,0,566,118,684
20200411,DE,1479,9624,,190,,,,,,191,33,,11103,11103,11103,10,10,0,-791,153,-638
20200411,FL,18494,154439,1418,,2661,,,,,,438,2661,174351,172933,172933,12,48,174,9140,963,10103
20200411,GA,12159,39556,,,2479,,,,,,428,2479,51715,51715,51715,13,12,128,4892,676,5568
20200411,GU,133,693,,14,,2,,2,,58,5,,826,826,826,66,1,0,31,3,34
20200411,HI,465,17066,,,43,,6,,2,284,8,43,17531,17531,17531,15,2,1,1359,23,1382
20200411,IA,1510,15622,,118,,55,,30,,585,34,,17132,17132,17132,19,3,0,1057,122,1179
20200411,ID,1396,12368,,,128,,35,,,,25,128,13764,13764,13764,16,1,1,627,43,670
20200411,IL,19180,72969,,3680,,1166,,821,,,677,,92149,92149,92149,17,81,0,3329,1293,4622
20200411,IN,7435,31780,,,,820,,497,,,330,,39215,39215,39215,18,30,0,3647,528,4175
20200411,KS,1268,11075,,,293,,,,,,55,293,12343,12343,12343,20,5,19,827,102,929
20200411,KY,1693,22595,,271,459,105,177,,,464,90,459,24288,24288,24288,21,0,0,0,0,0
20200411,LA,20014,76901,,2067,,,,470,,,806,,96915,96915,96915,22,51,0,3874,761,4635
20200411,MA,22766,86115,,2507,2507,,,,,,946,2507,108881,108881,108881,25,114,72,4551,1888,6439
20200411,MD,7694,39544,,,1709,,,,,431,206,1709,47238,47238,47238,24,35,296,2064,726,2790
20200411,ME,616,6088,,,114,,,,,256,19,114,6704,6704,6704,23,2,3,0,30,30
20200411,MI,23993,52021,,3636,,1582,,1441,,595,1392,,76014,76014,76014,26,111,0,2760,1210,3970
20200411,MN,1427,33977,,145,340,69,138,,,793,64,340,35404,35404,35404,27,7,23,1419,91,1510
20200411,MO,4024,39148,,506,,,,,,,109,,43172,43172,43172,29,13,0,2207,225,2432
20200411,MP,11,27,9,,,,,,,,2,,47,38,38,69,0,0,0,0,0
20200411,MS,2642,18632,,,528,,,,,,93,528,21274,21274,21274,28,11,46,0,173,173
20200411,MT,377,8204,,21,46,,,,,169,6,46,8581,8581,8581,30,0,5,272,12,284
20200411,NC,4312,56081,,362,,,,,,,80,,60393,60393,60393,37,6,0,2344,404,2748
20200411,ND,293,9787,,10,36,,,,,119,7,36,10080,10080,10080,38,1,0,457,15,472
20200411,NE,700,9285,,,,,,,,,17,,9985,9985,9985,31,2,0,566,65,631
20200411,NH,885,9608,93,,134,,,,,234,22,134,10586,10493,10493,33,1,10,469,66,535
20200411,NJ,58151,62042,,7618,,1746,,1650,,,2183,,120193,120193,120193,34,251,0,3107,3563,6670
20200411,NM,1091,26007,,75,,,,18,,235,19,,27098,27098,27098,35,0,0,0,0,0
20200411,NV,2700,20887,,282,,,,,,,102,,23587,23587,23587,32,16,0,722,116,838
20200411,NY,180458,260522,,18654,40679,5009,,,,22025,8627,40679,440980,440980,440980,36,783,1861,13149,9946,23095
